,text,prediction
3394,Core knowledge of the key areas of a successful business,Core knowledge | knowledge_skills | the key areas of a successful business
3395, Knowledge of Opera is desirable,Knowledge | knowledge_skills | Opera
3396,Working knowledge of relevant business management principles,Working knowledge | knowledge_areas | relevant business management principles
3397,Ability to turn complex concepts into simple language,Ability | knowledge_skills | turn complex concepts into simple language
3398,Working knowledge of word processing tools and other relevant software packages,Working knowledge | knowledge_skills | word processing tools && Working knowledge | knowledge_skills | other relevant software packages
3399,"Practical electronics experience in hardware firmware and software, working with high-speed ADCs and RF",Practical electronics experience | Experience_skills | hardware firmware && Practical electronics experience | Experience_skills | working with high - speed ADCs and RF
3400,Experience in a production environment designing and maintaining production manufacture and test fixtures,Experience | Experience_skills | a production environment && Experience | Experience_skills | designing and maintaining production manufacture and test fixtures
3401,Practical experience with working with civil contractors for building works and customisations to suit system installation,Practical experience | Experience_skills | working with civil contractors for building works and customisations to suit system installation
3402,Knowledge and understanding of Electronic Warfare and both Military and Civil Communications Systems,Knowledge and understanding | knowledge_skills | Electronic Warfare && Knowledge and understanding | knowledge_skills | both Military and Civil Communications Systems
3403, early understanding of business risks and opportunities,early understanding | knowledge_skills | business risks && early understanding | knowledge_skills | opportunities
